date,year,feature,horizon,label,family,expected_sign,spearman_ic,pearson_ic,candidate_rows,valid_feature_rows,valid_label_rows,valid_paired_rows,paired_coverage
2024-05-01,2024,trade_imbalance_30s,30s,ret_fwd_30s,matched_flow,positive,0.0337764445797,0.036715314363,863986,863986,863686,863686,0.999652772151
2024-05-01,2024,di_10,500ms,ret_fwd_500ms,state,positive,0.387482046547,0.232038940024,863986,863986,863981,863981,0.999994212869
2024-05-01,2024,di_5,500ms,ret_fwd_500ms,state,positive,0.399035266317,0.238549065416,863986,863986,863981,863981,0.999994212869
2024-05-01,2024,microprice_deviation_bps,500ms,ret_fwd_500ms,state,positive,0.407063191009,0.0126450172957,863986,863986,863981,863981,0.999994212869
2024-05-01,2024,ofi_500ms,500ms,ret_fwd_500ms,matched_flow,positive,0.327546090182,0.192981300209,863986,863986,863981,863981,0.999994212869
2024-05-01,2024,qi_1,500ms,ret_fwd_500ms,state,positive,0.406602725243,0.242342783826,863986,863986,863981,863981,0.999994212869
2024-05-01,2024,trade_imbalance_500ms,500ms,ret_fwd_500ms,matched_flow,positive,0.192394589249,0.141475094099,863986,774383,863981,774378,0.896285356476
2024-05-01,2024,di_10,5s,ret_fwd_5s,state,positive,0.247518344396,0.172064583686,863986,863986,863936,863936,0.999942128692
2024-05-01,2024,di_5,5s,ret_fwd_5s,state,positive,0.251498121359,0.174686218436,863986,863986,863936,863936,0.999942128692
2024-05-01,2024,microprice_deviation_bps,5s,ret_fwd_5s,state,positive,0.251184430257,-0.015166875003,863986,863986,863936,863936,0.999942128692
2024-05-01,2024,ofi_5s,5s,ret_fwd_5s,matched_flow,positive,0.138819856047,0.0985507504497,863986,863986,863936,863936,0.999942128692
2024-05-01,2024,qi_1,5s,ret_fwd_5s,state,positive,0.252437074343,0.175379471603,863986,863986,863936,863936,0.999942128692
2024-05-01,2024,trade_imbalance_5s,5s,ret_fwd_5s,matched_flow,positive,0.0982652666454,0.0700670535822,863986,863986,863936,863936,0.999942128692
2024-06-01,2024,di_10,100ms,ret_fwd_100ms,state,positive,0.119223625107,0.0675471039623,863991,863946,863944,863944,0.999945601285
2024-06-01,2024,di_5,100ms,ret_fwd_100ms,state,positive,0.121104012564,0.06675393373,863991,863946,863944,863944,0.999945601285
2024-06-01,2024,microprice_deviation_bps,100ms,ret_fwd_100ms,state,positive,0.12341806257,0.0806581222597,863991,863946,863944,863944,0.999945601285
2024-06-01,2024,ofi_100ms,100ms,ret_fwd_100ms,matched_flow,positive,0.0799855254305,0.123009373879,863991,863991,863944,863944,0.999945601285
2024-06-01,2024,qi_1,100ms,ret_fwd_100ms,state,positive,0.122810452079,0.0647846779901,863991,863946,863944,863944,0.999945601285
2024-06-01,2024,trade_imbalance_100ms,100ms,ret_fwd_100ms,matched_flow,positive,0.121764688097,0.0945129167186,863991,203961,863944,203961,0.236068431268
2024-06-01,2024,di_10,1s,ret_fwd_1s,state,positive,0.270540414679,0.145716409273,863991,863946,863926,863926,0.999924767735
2024-06-01,2024,di_5,1s,ret_fwd_1s,state,positive,0.276763706318,0.145740786386,863991,863946,863926,863926,0.999924767735
2024-06-01,2024,microprice_deviation_bps,1s,ret_fwd_1s,state,positive,0.281761752958,0.0266163764448,863991,863946,863926,863926,0.999924767735
2024-06-01,2024,ofi_1s,1s,ret_fwd_1s,matched_flow,positive,0.15607885495,0.119250604076,863991,863991,863926,863926,0.999924767735
2024-06-01,2024,qi_1,1s,ret_fwd_1s,state,positive,0.281563591184,0.144737062746,863991,863946,863926,863926,0.999924767735
2024-06-01,2024,trade_imbalance_1s,1s,ret_fwd_1s,matched_flow,positive,0.0969455954894,0.0619841128802,863991,775218,863926,775199,0.897230410965
2024-06-01,2024,di_10,30s,ret_fwd_30s,state,positive,0.439615548373,0.29248922497,863991,863946,863602,863602,0.999549763829
2024-06-01,2024,di_5,30s,ret_fwd_30s,state,positive,0.444508000089,0.292711225246,863991,863946,863602,863602,0.999549763829
2024-06-01,2024,microprice_deviation_bps,30s,ret_fwd_30s,state,positive,0.44373863051,0.0272496864731,863991,863946,863602,863602,0.999549763829
2024-06-01,2024,ofi_30s,30s,ret_fwd_30s,matched_flow,positive,0.316332821395,0.161845252002,863991,863991,863602,863602,0.999549763829
2024-06-01,2024,qi_1,30s,ret_fwd_30s,state,positive,0.443878295386,0.290897803761,863991,863946,863602,863602,0.999549763829
2024-06-01,2024,trade_imbalance_30s,30s,ret_fwd_30s,matched_flow,positive,0.214614005587,0.118785786168,863991,863991,863602,863602,0.999549763829
2024-06-01,2024,di_10,500ms,ret_fwd_500ms,state,positive,0.210850824466,0.113592225573,863991,863946,863936,863936,0.999936341929
2024-06-01,2024,di_5,500ms,ret_fwd_500ms,state,positive,0.215742839513,0.113392103264,863991,863946,863936,863936,0.999936341929
2024-06-01,2024,microprice_deviation_bps,500ms,ret_fwd_500ms,state,positive,0.22007603409,0.0324457058129,863991,863946,863936,863936,0.999936341929
2024-06-01,2024,ofi_500ms,500ms,ret_fwd_500ms,matched_flow,positive,0.117957506743,0.100213991459,863991,863991,863936,863936,0.999936341929
2024-06-01,2024,qi_1,500ms,ret_fwd_500ms,state,positive,0.219763245747,0.112103920245,863991,863946,863936,863936,0.999936341929
2024-06-01,2024,trade_imbalance_500ms,500ms,ret_fwd_500ms,matched_flow,positive,0.076999699402,0.0564437736559,863991,608672,863936,608667,0.704483032809
2024-06-01,2024,di_10,5s,ret_fwd_5s,state,positive,0.425863692984,0.243024994316,863991,863946,863852,863852,0.999839118695
2024-06-01,2024,di_5,5s,ret_fwd_5s,state,positive,0.433222516815,0.242514786456,863991,863946,863852,863852,0.999839118695
2024-06-01,2024,microprice_deviation_bps,5s,ret_fwd_5s,state,positive,0.438204462544,0.0278405002743,863991,863946,863852,863852,0.999839118695
2024-06-01,2024,ofi_5s,5s,ret_fwd_5s,matched_flow,positive,0.295784726836,0.188912984117,863991,863991,863852,863852,0.999839118695
2024-06-01,2024,qi_1,5s,ret_fwd_5s,state,positive,0.438241637706,0.24208595883,863991,863946,863852,863852,0.999839118695
2024-06-01,2024,trade_imbalance_5s,5s,ret_fwd_5s,matched_flow,positive,0.229302083931,0.139245002912,863991,863874,863852,863741,0.999710645134
2024-07-01,2024,di_10,100ms,ret_fwd_100ms,state,positive,0.2283009877,0.151278984838,863983,863981,863979,863979,0.999995370279
2024-07-01,2024,di_5,100ms,ret_fwd_100ms,state,positive,0.230632097704,0.150932718233,863983,863981,863979,863979,0.999995370279
2024-07-01,2024,microprice_deviation_bps,100ms,ret_fwd_100ms,state,positive,0.233979552937,0.0556712324303,863983,863981,863979,863979,0.999995370279
2024-07-01,2024,ofi_100ms,100ms,ret_fwd_100ms,matched_flow,positive,0.170572095265,0.153187927171,863983,863983,863979,863979,0.999995370279
2024-07-01,2024,qi_1,100ms,ret_fwd_100ms,state,positive,0.232496726686,0.148829906605,863983,863981,863979,863979,0.999995370279
2024-07-01,2024,trade_imbalance_100ms,100ms,ret_fwd_100ms,matched_flow,positive,0.210889188868,0.177442904705,863983,255279,863979,255279,0.295467619155
2024-07-01,2024,di_10,1s,ret_fwd_1s,state,positive,0.430983316538,0.286436068289,863983,863981,863970,863970,0.999984953408
2024-07-01,2024,di_5,1s,ret_fwd_1s,state,positive,0.436046875773,0.287795487162,863983,863981,863970,863970,0.999984953408
2024-07-01,2024,microprice_deviation_bps,1s,ret_fwd_1s,state,positive,0.440874379879,0.00614949805054,863983,863981,863970,863970,0.999984953408
2024-07-01,2024,ofi_1s,1s,ret_fwd_1s,matched_flow,positive,0.321200357233,0.211918452896,863983,863983,863970,863970,0.999984953408
2024-07-01,2024,qi_1,1s,ret_fwd_1s,state,positive,0.440724091556,0.287548572352,863983,863981,863970,863970,0.999984953408
2024-07-01,2024,trade_imbalance_1s,1s,ret_fwd_1s,matched_flow,positive,0.166721861055,0.126174120647,863983,810139,863970,810130,0.937668912467
2024-07-01,2024,di_10,30s,ret_fwd_30s,state,positive,0.224935691804,0.18317463129,863983,863981,863680,863680,0.999649298655
