date,feature,feature_group,bucket,p_up,p_down,count,p_up_minus_down,p_flat
2024-05-01,qi_1,primary,3,0.380580897192,0.619419102808,84731,-0.238838205615,
2024-05-01,qi_1,primary,4,0.44248092601,0.55751907399,84146,-0.115038147981,
2024-05-01,qi_1,primary,5,0.486548680964,0.513451319036,84304,-0.0269026380717,
2024-05-01,qi_1,primary,6,0.53325435375,0.46674564625,84410,0.0665087074991,
2024-05-01,qi_1,primary,7,0.582813738598,0.417186261402,84521,0.165627477195,
2024-05-01,qi_1,primary,8,0.641930547381,0.358069452619,84950,0.283861094762,
2024-05-01,qi_1,primary,9,0.732616185052,0.267383814948,85338,0.465232370105,
2024-05-01,qi_1,primary,10,0.852791111214,0.147208888786,86041,0.705582222429,
2024-05-01,di_10,secondary,1,0.184767739597,0.815232260403,85529,-0.630464520806,
2024-05-01,di_10,secondary,2,0.296112733095,0.703887266905,84944,-0.407774533811,
2024-05-01,di_10,secondary,3,0.384262372441,0.615737627559,84765,-0.231475255117,
2024-05-01,di_10,secondary,4,0.432272856871,0.567727143129,84176,-0.135454286257,
2024-05-01,di_10,secondary,5,0.484989574448,0.515010425552,84408,-0.0300208511042,
2024-05-01,di_10,secondary,6,0.53062920788,0.46937079212,84217,0.0612584157593,
2024-05-01,di_10,secondary,7,0.591161201055,0.408838798945,84559,0.18232240211,
2024-05-01,di_10,secondary,8,0.646438304671,0.353561695329,85128,0.292876609341,
2024-05-01,di_10,secondary,9,0.721014068681,0.278985931319,85438,0.442028137363,
2024-05-01,di_10,secondary,10,0.840400484871,0.159599515129,85796,0.680800969742,
2024-05-01,di_5,secondary,1,0.173032867362,0.826967132638,85556,-0.653934265277,
2024-05-01,di_5,secondary,2,0.292259734149,0.707740265851,85010,-0.415480531702,
2024-05-01,di_5,secondary,3,0.382705570292,0.617294429708,84825,-0.234588859416,
2024-05-01,di_5,secondary,4,0.439197068133,0.560802931867,84042,-0.121605863735,
2024-05-01,di_5,secondary,5,0.485936352219,0.514063647781,84402,-0.0281272955617,
2024-05-01,di_5,secondary,6,0.532331809275,0.467668190725,84205,0.06466361855,
2024-05-01,di_5,secondary,7,0.587824811648,0.412175188352,84549,0.175649623295,
2024-05-01,di_5,secondary,8,0.642334478377,0.357665521623,85004,0.284668956755,
2024-05-01,di_5,secondary,9,0.729207868653,0.270792131347,85453,0.458415737306,
2024-05-01,di_5,secondary,10,0.847207672789,0.152792327211,85914,0.694415345578,
2024-05-01,ofi_100ms,secondary,1,0.266839318066,0.733160681934,86108,-0.466321363869,
2024-05-01,ofi_100ms,secondary,2,0.407989269886,0.592010730114,85740,-0.184021460229,
2024-05-01,ofi_100ms,secondary,3,0.470497931633,0.529502068367,85333,-0.0590041367349,
2024-05-01,ofi_100ms,secondary,4,0.476860523009,0.523139476991,84358,-0.0462789539818,
2024-05-01,ofi_100ms,secondary,5,0.506359565255,0.493640434745,81059,0.0127191305099,
2024-05-01,ofi_100ms,secondary,6,0.528604173066,0.471395826934,84638,0.0572083461329,
