date,feature,horizon,bucket,mean_future_return,mean_future_move_bps,median_future_move_bps,observation_count,row_type,top_minus_bottom_move_bps,monotonicity_spearman,median,std,t_stat,positive_days,positive_pct,valid_days
2024-01-01,di_10,100ms,1,-3.78399803825e-06,-0.0378386042919,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,100ms,2,-8.4846788852e-07,-0.00848424877004,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,100ms,3,-4.03300989925e-07,-0.00403276039384,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,100ms,4,-1.7457988583e-07,-0.00174562991668,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,100ms,5,-4.53537520495e-08,-0.000453374687509,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,100ms,6,1.4254982856e-07,0.00142574077053,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,100ms,7,2.97115353562e-07,0.00297139292259,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,100ms,8,4.22120039457e-07,0.00422144544835,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,100ms,9,9.31439640463e-07,0.00931481831463,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,100ms,10,3.9702036833e-06,0.0397035165984,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,100ms,,,,,863985,daily_monotonicity,,1,,,,,,
2024-01-01,di_10,100ms,,,,,863985,daily_top_bottom,0.0775421208904,,,,,,,
2024-01-01,di_5,100ms,1,-3.84787749809e-06,-0.03847740923,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,100ms,2,-7.90382921444e-07,-0.00790341573145,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,100ms,3,-3.97684763775e-07,-0.0039765703568,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,100ms,4,-1.55663716575e-07,-0.00155647904728,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,100ms,5,-5.03579065386e-08,-0.000503395666105,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,100ms,6,1.64529638707e-07,0.0016455313902,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,100ms,7,2.33865388159e-07,0.00233885062259,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,100ms,8,4.12815663233e-07,0.00412842035018,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,100ms,9,8.5044893657e-07,0.00850490234174,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,100ms,10,4.08803570166e-06,0.0408818666334,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,100ms,,,,,863985,daily_monotonicity,,1,,,,,,
2024-01-01,di_5,100ms,,,,,863985,daily_top_bottom,0.0793592758634,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,1,-3.84823922164e-06,-0.0384809629848,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,2,-7.51292409779e-07,-0.00751248813279,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,3,-3.17470567906e-07,-0.00317449350597,0,86398,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,4,-1.35470472351e-07,-0.00135454177681,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,5,-4.88382425141e-08,-0.000488195671685,0,86398,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,6,1.09482057839e-07,0.00109500804894,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,7,1.87861592432e-07,0.00187877827602,0,86398,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,8,3.59788747755e-07,0.00359814641033,0,86398,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,9,7.36625285748e-07,0.00736662382675,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,10,4.21528302492e-06,0.0421544395424,0,86398,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,100ms,,,,,863985,daily_monotonicity,,1,,,,,,
2024-01-01,microprice_deviation_bps,100ms,,,,,863985,daily_top_bottom,0.0806354025272,,,,,,,
2024-01-01,ofi_100ms,100ms,1,-3.14260843839e-06,-0.0314248029823,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_100ms,100ms,2,-3.91785937355e-07,-0.00391742236336,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_100ms,100ms,3,-4.35928060708e-08,-0.00043564362804,0,86398,daily_bucket,,,,,,,,
2024-01-01,ofi_100ms,100ms,4,-2.62741701418e-08,-0.000262542171349,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_100ms,100ms,5,4.12606022473e-08,0.0004127159687,0,86398,daily_bucket,,,,,,,,
2024-01-01,ofi_100ms,100ms,6,-2.59216779442e-08,-0.000259045061672,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_100ms,100ms,7,5.9217900485e-08,0.000592633325039,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_100ms,100ms,8,1.43773946273e-07,0.00143797577246,0,86398,daily_bucket,,,,,,,,
2024-01-01,ofi_100ms,100ms,9,5.16738640304e-07,0.00516782261435,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_100ms,100ms,10,3.37695065577e-06,0.0337709117772,0,86397,daily_bucket,,,,,,,,
2024-01-01,ofi_100ms,100ms,,,,,863985,daily_monotonicity,,0.987878787879,,,,,,
2024-01-01,ofi_100ms,100ms,,,,,863985,daily_top_bottom,0.0651957147594,,,,,,,
2024-01-01,qi_1,100ms,1,-3.82825289e-06,-0.0382811913714,0,86399,daily_bucket,,,,,,,,
2024-01-01,qi_1,100ms,2,-7.52486538855e-07,-0.00752441970011,0,86399,daily_bucket,,,,,,,,
2024-01-01,qi_1,100ms,3,-3.49323928663e-07,-0.00349298248053,0,86398,daily_bucket,,,,,,,,
2024-01-01,qi_1,100ms,4,-1.25630665976e-07,-0.00125613247806,0,86399,daily_bucket,,,,,,,,
2024-01-01,qi_1,100ms,5,-4.43413602103e-08,-0.000443195856687,0,86398,daily_bucket,,,,,,,,
2024-01-01,qi_1,100ms,6,1.11418473081e-07,0.00111439639252,0,86399,daily_bucket,,,,,,,,
2024-01-01,qi_1,100ms,7,2.19563637791e-07,0.00219582838894,0,86398,daily_bucket,,,,,,,,
2024-01-01,qi_1,100ms,8,3.7613852941e-07,0.00376165611044,0,86398,daily_bucket,,,,,,,,
2024-01-01,qi_1,100ms,9,7.54339782571e-07,0.00754377560896,0,86399,daily_bucket,,,,,,,,
2024-01-01,qi_1,100ms,10,4.1463041965e-06,0.0414645738303,0,86398,daily_bucket,,,,,,,,
2024-01-01,qi_1,100ms,,,,,863985,daily_monotonicity,,1,,,,,,
2024-01-01,qi_1,100ms,,,,,863985,daily_top_bottom,0.0797457652017,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,1,-2.30559720452e-06,-0.0230551356548,0,28305,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,2,-1.3567015104e-06,-0.0135664867333,0,28305,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,3,-1.92970449061e-06,-0.0192961699514,0,28304,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,4,-2.92676294587e-06,-0.0292660287687,0,28305,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,5,-4.53048124768e-06,-0.0453023491343,0,28303,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,6,3.94084916354e-06,0.0394109725559,0,28305,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,7,2.66678728608e-06,0.0266689614243,0,28305,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,8,1.49591083169e-06,0.0149596106105,0,28304,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,9,2.43957059326e-06,0.0243967282174,0,28305,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,10,3.80046995897e-06,0.0380067331907,0,28304,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,,,,,283045,daily_monotonicity,,0.636363636364,,,,,,
2024-01-01,trade_imbalance_100ms,100ms,,,,,283045,daily_top_bottom,0.0610618688455,,,,,,,
2024-01-01,di_10,1s,1,-2.33983286256e-05,-0.233965731324,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,1s,2,-1.00190180906e-05,-0.100180448957,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,1s,3,-5.35782841833e-06,-0.0535721730431,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,1s,4,-2.39350804479e-06,-0.0239299191238,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,1s,5,-7.27642237406e-07,-0.00727132289326,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,1s,6,1.93749177149e-06,0.0193805869476,0,86396,daily_bucket,,,,,,,,
2024-01-01,di_10,1s,7,3.91199326494e-06,0.0391255412896,0,86392,daily_bucket,,,,,,,,
2024-01-01,di_10,1s,8,6.0630199789e-06,0.0606371382339,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,1s,9,1.10739580391e-05,0.110749576102,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,1s,10,2.39873130294e-05,0.239890774069,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,1s,,,,,863976,daily_monotonicity,,1,,,,,,
2024-01-01,di_10,1s,,,,,863976,daily_top_bottom,0.473856505393,,,,,,,
2024-01-01,di_5,1s,1,-2.36161090892e-05,-0.236143848926,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,1s,2,-1.00570044745e-05,-0.100560462213,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,1s,3,-5.27611841906e-06,-0.0527546768246,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,1s,4,-2.40222442927e-06,-0.0240171550819,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,1s,5,-8.00097324701e-07,-0.00799567014603,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,1s,6,1.98084929226e-06,0.0198139087244,0,86396,daily_bucket,,,,,,,,
2024-01-01,di_5,1s,7,3.82978570907e-06,0.0383034469517,0,86392,daily_bucket,,,,,,,,
2024-01-01,di_5,1s,8,5.98910774513e-06,0.0598978145612,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,1s,9,1.08493255112e-05,0.10850348525,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,1s,10,2.4579937102e-05,0.245817188559,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,1s,,,,,863976,daily_monotonicity,,1,,,,,,
2024-01-01,di_5,1s,,,,,863976,daily_top_bottom,0.481961037485,,,,,,,
2024-01-01,microprice_deviation_bps,1s,1,-2.30492410799e-05,-0.230474863091,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,1s,2,-1.05142829467e-05,-0.105133079196,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,1s,3,-5.07817536335e-06,-0.0507754030164,0,86398,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,1s,4,-2.38815898708e-06,-0.0238766060102,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,1s,5,-8.93949941842e-07,-0.00893429686664,0,86398,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,1s,6,2.03443803255e-06,0.0203495398668,0,86396,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,1s,7,3.79651974281e-06,0.0379708134601,0,86392,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,1s,8,5.85597299681e-06,0.058566093233,0,86398,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,1s,9,1.03547278019e-05,0.103557186768,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,1s,10,2.49596045916e-05,0.249614677941,0,86398,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,1s,,,,,863976,daily_monotonicity,,1,,,,,,
2024-01-01,microprice_deviation_bps,1s,,,,,863976,daily_top_bottom,0.480089541032,,,,,,,
2024-01-01,ofi_1s,1s,1,-1.94348717802e-05,-0.194330831993,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_1s,1s,2,-6.36906224927e-06,-0.0636814357448,0,86396,daily_bucket,,,,,,,,
2024-01-01,ofi_1s,1s,3,-2.81057558259e-06,-0.0280995452537,0,86394,daily_bucket,,,,,,,,
2024-01-01,ofi_1s,1s,4,-1.36312479894e-06,-0.0136256023711,0,86396,daily_bucket,,,,,,,,
2024-01-01,ofi_1s,1s,5,-6.85666970228e-07,-0.0068529418134,0,86398,daily_bucket,,,,,,,,
2024-01-01,ofi_1s,1s,6,1.39118034657e-06,0.0139162014373,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_1s,1s,7,2.06954336988e-06,0.0207012458946,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_1s,1s,8,3.35978624517e-06,0.0336039637594,0,86398,daily_bucket,,,,,,,,
2024-01-01,ofi_1s,1s,9,7.72850583176e-06,0.077295357276,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_1s,1s,10,2.11909197445e-05,0.211929445162,0,86398,daily_bucket,,,,,,,,
2024-01-01,ofi_1s,1s,,,,,863976,daily_monotonicity,,1,,,,,,
2024-01-01,ofi_1s,1s,,,,,863976,daily_top_bottom,0.406260277155,,,,,,,
2024-01-01,qi_1,1s,1,-2.33677776529e-05,-0.233660694197,0,86399,daily_bucket,,,,,,,,
2024-01-01,qi_1,1s,2,-1.02671919801e-05,-0.10266219319,0,86399,daily_bucket,,,,,,,,
2024-01-01,qi_1,1s,3,-5.14749052699e-06,-0.0514684034077,0,86398,daily_bucket,,,,,,,,
2024-01-01,qi_1,1s,4,-2.27008957688e-06,-0.0226957829222,0,86399,daily_bucket,,,,,,,,
2024-01-01,qi_1,1s,5,-8.70970638487e-07,-0.00870427748975,0,86398,daily_bucket,,,,,,,,
2024-01-01,qi_1,1s,6,2.03186146898e-06,0.0203238434469,0,86396,daily_bucket,,,,,,,,
2024-01-01,qi_1,1s,7,3.93358715278e-06,0.039341686456,0,86397,daily_bucket,,,,,,,,
2024-01-01,qi_1,1s,8,5.89253790383e-06,0.0589318932633,0,86393,daily_bucket,,,,,,,,
2024-01-01,qi_1,1s,9,1.01337516644e-05,0.101347394586,0,86399,daily_bucket,,,,,,,,
2024-01-01,qi_1,1s,10,2.50093618771e-05,0.250111845054,0,86398,daily_bucket,,,,,,,,
2024-01-01,qi_1,1s,,,,,863976,daily_monotonicity,,1,,,,,,
2024-01-01,qi_1,1s,,,,,863976,daily_top_bottom,0.483772539251,,,,,,,
2024-01-01,trade_imbalance_1s,1s,1,-2.8535423967e-06,-0.0285310809736,0,81927,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_1s,1s,2,-6.41524040822e-06,-0.064143975255,0,81926,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_1s,1s,3,-8.01857634436e-06,-0.0801738343455,0,81926,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_1s,1s,4,-3.56672805061e-06,-0.0356571996375,0,81927,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_1s,1s,5,-9.78887194559e-07,-0.00977896314496,0,81926,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_1s,1s,6,2.11945230122e-06,0.0212042543545,0,81926,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_1s,1s,7,4.64683374181e-06,0.0464788001845,0,81927,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_1s,1s,8,7.26090418777e-06,0.0726195908087,0,81920,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_1s,1s,9,9.9412731543e-06,0.0994245141325,0,81922,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_1s,1s,10,3.34457070908e-06,0.0334510132984,0,81926,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_1s,1s,,,,,819253,daily_monotonicity,,0.842424242424,,,,,,
2024-01-01,trade_imbalance_1s,1s,,,,,819253,daily_top_bottom,0.061982094272,,,,,,,
2024-01-01,di_10,30s,1,-7.64113817612e-05,-0.763488818877,-0.873487616532,86382,daily_bucket,,,,,,,,
2024-01-01,di_10,30s,2,-5.03107912695e-05,-0.502610689997,-0.507529689618,86385,daily_bucket,,,,,,,,
2024-01-01,di_10,30s,3,-3.52445773937e-05,-0.351969673797,-0.00941828326594,86383,daily_bucket,,,,,,,,
2024-01-01,di_10,30s,4,-1.43428716317e-05,-0.143039275602,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,30s,5,-9.47752044799e-06,-0.094369654269,0,86396,daily_bucket,,,,,,,,
2024-01-01,di_10,30s,6,2.04437282119e-05,0.204863026349,0,86363,daily_bucket,,,,,,,,
2024-01-01,di_10,30s,7,4.47274373759e-05,0.447673124525,0,86345,daily_bucket,,,,,,,,
2024-01-01,di_10,30s,8,6.35287456878e-05,0.635723702754,0.065591612332,86362,daily_bucket,,,,,,,,
2024-01-01,di_10,30s,9,9.04639125987e-05,0.905142544755,0.505772763884,86321,daily_bucket,,,,,,,,
2024-01-01,di_10,30s,10,0.000119881892898,1.19941791437,0.913753501404,86351,daily_bucket,,,,,,,,
2024-01-01,di_10,30s,,,,,863686,daily_monotonicity,,1,,,,,,
2024-01-01,di_10,30s,,,,,863686,daily_top_bottom,1.96290673324,,,,,,,
2024-01-01,di_5,30s,1,-7.95042146107e-05,-0.794420977122,-0.890591846327,86385,daily_bucket,,,,,,,,
2024-01-01,di_5,30s,2,-4.70031329116e-05,-0.46951370826,-0.490114242567,86381,daily_bucket,,,,,,,,
2024-01-01,di_5,30s,3,-3.91893906219e-05,-0.391435802511,-0.0115848020835,86383,daily_bucket,,,,,,,,
2024-01-01,di_5,30s,4,-1.40839355633e-05,-0.14045112837,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,30s,5,-8.16497000059e-06,-0.0812393426359,0,86397,daily_bucket,,,,,,,,
2024-01-01,di_5,30s,6,2.08324511702e-05,0.208740704211,0,86367,daily_bucket,,,,,,,,
2024-01-01,di_5,30s,7,4.39657465949e-05,0.440053804567,0,86333,daily_bucket,,,,,,,,
2024-01-01,di_5,30s,8,6.36209940032e-05,0.636640999496,0.0712152620279,86364,daily_bucket,,,,,,,,
2024-01-01,di_5,30s,9,9.21308965323e-05,0.921830743411,0.520650859447,86326,daily_bucket,,,,,,,,
2024-01-01,di_5,30s,10,0.000120654214079,1.20713774658,0.923925215838,86351,daily_bucket,,,,,,,,
2024-01-01,di_5,30s,,,,,863686,daily_monotonicity,,1,,,,,,
2024-01-01,di_5,30s,,,,,863686,daily_top_bottom,2.0015587237,,,,,,,
2024-01-01,microprice_deviation_bps,30s,1,-7.76259147941e-05,-0.775689367832,-0.848304233945,86394,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,30s,2,-4.86966732576e-05,-0.486410515563,-0.471986264965,86378,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,30s,3,-4.19936673146e-05,-0.419495180463,-0.104022982459,86379,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,30s,4,-1.4487902197e-05,-0.144480035766,0,86397,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,30s,5,-5.17881177885e-06,-0.0513481934415,0,86396,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,30s,6,2.40405405253e-05,0.240810776684,0,86355,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,30s,7,4.67846035314e-05,0.468243128977,0,86359,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,30s,8,5.94789239067e-05,0.595223901101,0.00702852562267,86363,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,30s,9,8.59532450604e-05,0.860043732118,0.475731543541,86269,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,30s,10,0.000124968278878,1.25028438278,0.941930125504,86396,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,30s,,,,,863686,daily_monotonicity,,1,,,,,,
2024-01-01,microprice_deviation_bps,30s,,,,,863686,daily_top_bottom,2.02597375061,,,,,,,
2024-01-01,ofi_30s,30s,1,-3.3720535994e-05,-0.336558749474,-0.461855917599,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_30s,30s,2,-2.82670614273e-06,-0.0277844809718,-0.00938823557853,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_30s,30s,3,-3.16140157363e-06,-0.0311049935059,0,86398,daily_bucket,,,,,,,,
2024-01-01,ofi_30s,30s,4,-1.01983487009e-06,-0.00978617648923,0,86399,daily_bucket,,,,,,,,
2024-01-01,ofi_30s,30s,5,-1.9796014945e-08,0.000135269868789,0,86398,daily_bucket,,,,,,,,
2024-01-01,ofi_30s,30s,6,1.88768357707e-05,0.189103575769,0,86385,daily_bucket,,,,,,,,
2024-01-01,ofi_30s,30s,7,2.78710138707e-05,0.279087884068,0,86310,daily_bucket,,,,,,,,
2024-01-01,ofi_30s,30s,8,3.82189019862e-05,0.382643506373,0,86312,daily_bucket,,,,,,,,
2024-01-01,ofi_30s,30s,9,4.18778899464e-05,0.419308007703,0.00236294923948,86288,daily_bucket,,,,,,,,
2024-01-01,ofi_30s,30s,10,6.71052611214e-05,0.671728782618,0.53909789471,86398,daily_bucket,,,,,,,,
2024-01-01,ofi_30s,30s,,,,,863686,daily_monotonicity,,0.987878787879,,,,,,
2024-01-01,ofi_30s,30s,,,,,863686,daily_top_bottom,1.00828753209,,,,,,,
2024-01-01,qi_1,30s,1,-7.87076573405e-05,-0.786484490042,-0.857301969979,86387,daily_bucket,,,,,,,,
2024-01-01,qi_1,30s,2,-4.87701301822e-05,-0.487161174664,-0.477483325826,86382,daily_bucket,,,,,,,,
2024-01-01,qi_1,30s,3,-4.14195454276e-05,-0.413756929925,-0.103967064179,86382,daily_bucket,,,,,,,,
2024-01-01,qi_1,30s,4,-1.41318433962e-05,-0.140920327864,0,86397,daily_bucket,,,,,,,,
2024-01-01,qi_1,30s,5,-4.97590467508e-06,-0.0493213968196,0,86396,daily_bucket,,,,,,,,
2024-01-01,qi_1,30s,6,2.29364571492e-05,0.229765960806,0,86355,daily_bucket,,,,,,,,
2024-01-01,qi_1,30s,7,4.88400276117e-05,0.488795372814,0,86367,daily_bucket,,,,,,,,
2024-01-01,qi_1,30s,8,5.78793726535e-05,0.579220158021,0.00702309086931,86359,daily_bucket,,,,,,,,
2024-01-01,qi_1,30s,9,8.6857858727e-05,0.869092138095,0.483796651427,86294,daily_bucket,,,,,,,,
2024-01-01,qi_1,30s,10,0.00012474734699,1.24808695593,0.941930125504,86367,daily_bucket,,,,,,,,
2024-01-01,qi_1,30s,,,,,863686,daily_monotonicity,,1,,,,,,
2024-01-01,qi_1,30s,,,,,863686,daily_top_bottom,2.03457144597,,,,,,,
2024-01-01,trade_imbalance_30s,30s,1,-2.5421066913e-05,-0.253898397748,0,86399,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_30s,30s,2,-6.51480808395e-06,-0.0647854508661,0,86399,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_30s,30s,3,-8.80667322261e-06,-0.0875882924885,0,86398,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_30s,30s,4,6.88670792787e-06,0.069420493645,0,86399,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_30s,30s,5,1.64793538471e-05,0.165372718179,0,86261,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_30s,30s,6,2.88168786101e-06,0.0293619955888,0,86297,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_30s,30s,7,1.99107376431e-05,0.199637794837,0,86399,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_30s,30s,8,4.55972143941e-05,0.456553373251,0,86398,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_30s,30s,9,4.11119344263e-05,0.411589310181,0,86338,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_30s,30s,10,6.10116263077e-05,0.610460260527,0.00708880416718,86398,daily_bucket,,,,,,,,
2024-01-01,trade_imbalance_30s,30s,,,,,863686,daily_monotonicity,,0.939393939394,,,,,,
2024-01-01,trade_imbalance_30s,30s,,,,,863686,daily_top_bottom,0.864358658275,,,,,,,
2024-01-01,di_10,500ms,1,-1.40937279698e-05,-0.140928760583,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,500ms,2,-5.04131033579e-06,-0.0504091616531,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,500ms,3,-2.58891875348e-06,-0.0258868114707,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,500ms,4,-1.11890190342e-06,-0.0111869988837,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,500ms,5,-3.45525261994e-07,-0.00345339830566,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,500ms,6,8.64478170021e-07,0.00864692983072,0,86396,daily_bucket,,,,,,,,
2024-01-01,di_10,500ms,7,1.86118456669e-06,0.018613919616,0,86397,daily_bucket,,,,,,,,
2024-01-01,di_10,500ms,8,2.85255110372e-06,0.0285281857321,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,500ms,9,5.57196498877e-06,0.0557236979594,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_10,500ms,10,1.45768407985e-05,0.14577717248,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_10,500ms,,,,,863981,daily_monotonicity,,1,,,,,,
2024-01-01,di_10,500ms,,,,,863981,daily_top_bottom,0.286705933063,,,,,,,
2024-01-01,di_5,500ms,1,-1.42834681199e-05,-0.142826262717,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,500ms,2,-4.9619696884e-06,-0.0496158793871,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,500ms,3,-2.55288902843e-06,-0.0255262622385,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,500ms,4,-1.09280842678e-06,-0.0109262079249,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,500ms,5,-3.55601668864e-07,-0.00355400330484,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,500ms,6,8.53012554533e-07,0.00853211477671,0,86396,daily_bucket,,,,,,,,
2024-01-01,di_5,500ms,7,1.77838164356e-06,0.0177859467042,0,86397,daily_bucket,,,,,,,,
2024-01-01,di_5,500ms,8,2.74997854708e-06,0.0275023296422,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,500ms,9,5.46682520479e-06,0.0546723873315,0,86399,daily_bucket,,,,,,,,
2024-01-01,di_5,500ms,10,1.49371753545e-05,0.149380621529,0,86398,daily_bucket,,,,,,,,
2024-01-01,di_5,500ms,,,,,863981,daily_monotonicity,,1,,,,,,
2024-01-01,di_5,500ms,,,,,863981,daily_top_bottom,0.292206884246,,,,,,,
2024-01-01,microprice_deviation_bps,500ms,1,-1.39523699223e-05,-0.139515110927,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,500ms,2,-5.22705304485e-06,-0.0522665058044,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,500ms,3,-2.32929414142e-06,-0.023290554019,0,86398,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,500ms,4,-1.08027566487e-06,-0.0108009233578,0,86399,daily_bucket,,,,,,,,
2024-01-01,microprice_deviation_bps,500ms,5,-4.15619294414e-07,-0.004154187788,0,86398,daily_bucket,,,,,,,,
