date,median_spread_bps,p95_spread_bps,minimum_spread_bps,fraction_at_minimum_spread,distinct_spread_values,horizon,group,qi_1_spearman_ic,count
2025-11-01,0.000908204130322,0.000911979937171,0.00090444956172,3.47226241044e-06,10239,100ms,minimum_spread,0,3
2025-11-01,0.000908204130322,0.000911979937171,0.00090444956172,3.47226241044e-06,10239,100ms,wider_spread,0.181667177066,863987
2025-11-01,0.000908204130322,0.000911979937171,0.00090444956172,3.47226241044e-06,10239,500ms,minimum_spread,,3
2025-11-01,0.000908204130322,0.000911979937171,0.00090444956172,3.47226241044e-06,10239,500ms,wider_spread,0.301975975432,863987
2025-11-01,0.000908204130322,0.000911979937171,0.00090444956172,3.47226241044e-06,10239,1s,minimum_spread,,3
2025-11-01,0.000908204130322,0.000911979937171,0.00090444956172,3.47226241044e-06,10239,1s,wider_spread,0.367393448264,863987
2025-11-01,0.000908204130322,0.000911979937171,0.00090444956172,3.47226241044e-06,10239,5s,minimum_spread,,3
2025-11-01,0.000908204130322,0.000911979937171,0.00090444956172,3.47226241044e-06,10239,5s,wider_spread,0.490336662867,863987
2025-11-01,0.000908204130322,0.000911979937171,0.00090444956172,3.47226241044e-06,10239,30s,minimum_spread,,3
2025-11-01,0.000908204130322,0.000911979937171,0.00090444956172,3.47226241044e-06,10239,30s,wider_spread,0.348386354247,863987
2025-12-01,0.00116006595903,0.00118097336179,0.00110603581997,1.85187114218e-05,53638,100ms,minimum_spread,0.420393251621,16
2025-12-01,0.00116006595903,0.00118097336179,0.00110603581997,1.85187114218e-05,53638,100ms,wider_spread,0.375820884295,863975
2025-12-01,0.00116006595903,0.00118097336179,0.00110603581997,1.85187114218e-05,53638,500ms,minimum_spread,0.795997186056,16
2025-12-01,0.00116006595903,0.00118097336179,0.00110603581997,1.85187114218e-05,53638,500ms,wider_spread,0.454418667487,863975
2025-12-01,0.00116006595903,0.00118097336179,0.00110603581997,1.85187114218e-05,53638,1s,minimum_spread,0.81232010044,16
2025-12-01,0.00116006595903,0.00118097336179,0.00110603581997,1.85187114218e-05,53638,1s,wider_spread,0.44551254002,863975
2025-12-01,0.00116006595903,0.00118097336179,0.00110603581997,1.85187114218e-05,53638,5s,minimum_spread,0.547054200591,16
2025-12-01,0.00116006595903,0.00118097336179,0.00110603581997,1.85187114218e-05,53638,5s,wider_spread,0.297233249137,863975
2025-12-01,0.00116006595903,0.00118097336179,0.00110603581997,1.85187114218e-05,53638,30s,minimum_spread,,16
2025-12-01,0.00116006595903,0.00118097336179,0.00110603581997,1.85187114218e-05,53638,30s,wider_spread,0.132977640252,863975
