date,horizon,bucket,row_type,fraction_ret_zero,unique_forward_return_values,fraction_unchanged_mid,p_return_gt_0,p_return_lt_0,count
2024-03-01,5s,,daily,0.310019934293,100921,0.310019934293,0.351053090973,0.338926974734,863838
2024-03-01,5s,1,qi_1_decile,0.158703150682,25433,0.158703150682,0.163171053545,0.678125795773,86394
2024-03-01,5s,2,qi_1_decile,0.285125402376,15702,0.285125402376,0.192607859938,0.522266737686,86362
2024-03-01,5s,3,qi_1_decile,0.332943560058,13630,0.332943560058,0.226732272069,0.440324167873,86375
2024-03-01,5s,4,qi_1_decile,0.362143204389,12634,0.362143204389,0.253929671042,0.383927124569,86394
2024-03-01,5s,5,qi_1_decile,0.39194147674,12142,0.39194147674,0.288333545542,0.319724977718,86393
2024-03-01,5s,6,qi_1_decile,0.412764923084,11913,0.412764923084,0.316148299052,0.271086777864,86393
2024-03-01,5s,7,qi_1_decile,0.378228504613,12166,0.378228504613,0.389955892057,0.23181560333,86379
2024-03-01,5s,8,qi_1_decile,0.344774495277,13704,0.344774495277,0.444538340433,0.21068716429,86384
2024-03-01,5s,9,qi_1_decile,0.285112343292,16505,0.285112343292,0.534895296746,0.179992359962,86387
2024-03-01,5s,10,qi_1_decile,0.148442293666,27362,0.148442293666,0.700232700835,0.151325005499,86377
2024-03-01,30s,,daily,0.0232610920948,105611,0.0232610920948,0.494791497798,0.481947410108,863588
2024-03-01,30s,1,qi_1_decile,0.00853335185893,26732,0.00853335185893,0.370917132701,0.62054951544,86367
2024-03-01,30s,2,qi_1_decile,0.0219617291387,17642,0.0219617291387,0.40078997359,0.577248297271,86332
2024-03-01,30s,3,qi_1_decile,0.0237441334956,15726,0.0237441334956,0.441172721479,0.535083145026,86295
2024-03-01,30s,4,qi_1_decile,0.02416918429,14563,0.02416918429,0.455903971479,0.519926844231,86391
2024-03-01,30s,5,qi_1_decile,0.0354049923586,14084,0.0354049923586,0.467628398092,0.496966609549,86372
2024-03-01,30s,6,qi_1_decile,0.0322617986503,13894,0.0322617986503,0.503165985623,0.464572215727,86387
2024-03-01,30s,7,qi_1_decile,0.0318689587313,14550,0.0318689587313,0.529605834346,0.438525206922,86385
2024-03-01,30s,8,qi_1_decile,0.0274264535557,15677,0.0274264535557,0.561454713922,0.411118832523,86340
2024-03-01,30s,9,qi_1_decile,0.0181925562221,18380,0.0181925562221,0.592236607453,0.389570836325,86354
2024-03-01,30s,10,qi_1_decile,0.00904301511029,28626,0.00904301511029,0.624998552654,0.365958432235,86365
2024-04-01,100ms,,daily,0.940207376472,50550,0.940207376472,0.0306550485221,0.0291375750056,863936
2024-04-01,100ms,1,qi_1_decile,0.825275195907,14878,0.825275195907,0.00419015429491,0.170534649798,86393
2024-04-01,100ms,2,qi_1_decile,0.949753455101,4315,0.949753455101,0.00315994166262,0.0470866032363,86394
2024-04-01,100ms,3,qi_1_decile,0.973123133551,2319,0.973123133551,0.00387758409149,0.0229992823576,86394
2024-04-01,100ms,4,qi_1_decile,0.981503131041,1598,0.981503131041,0.00483835495931,0.013658514,86393
2024-04-01,100ms,5,qi_1_decile,0.982186262935,1538,0.982186262935,0.00699122624256,0.0108225108225,86394
2024-04-01,100ms,6,qi_1_decile,0.980808630329,1658,0.980808630329,0.0109152361881,0.00827613348304,86393
2024-04-01,100ms,7,qi_1_decile,0.979813412968,1744,0.979813412968,0.0142833993101,0.00590318772137,86394
2024-04-01,100ms,8,qi_1_decile,0.974697316943,2186,0.974697316943,0.0213324999421,0.00397018311457,86394
2024-04-01,100ms,9,qi_1_decile,0.949336759497,4352,0.949336759497,0.0470518786027,0.00361136190013,86394
2024-04-01,100ms,10,qi_1_decile,0.805574525714,16422,0.805574525714,0.189911219659,0.00451425462711,86393
2024-04-01,500ms,,daily,0.843280558752,73658,0.843280558752,0.079315821031,0.0774036202175,863926
2024-04-01,500ms,1,qi_1_decile,0.640567664865,18678,0.640567664865,0.00926043825024,0.350171896885,86389
2024-04-01,500ms,2,qi_1_decile,0.842732134176,8693,0.842732134176,0.00965344815612,0.147614417668,86394
2024-04-01,500ms,3,qi_1_decile,0.899530059958,5899,0.899530059958,0.0146190707688,0.0858508692733,86394
2024-04-01,500ms,4,qi_1_decile,0.924529175493,4681,0.924529175493,0.0199905082705,0.0554803162366,86391
2024-04-01,500ms,5,qi_1_decile,0.929358520268,4497,0.929358520268,0.0280343542376,0.0426071254948,86394
2024-04-01,500ms,6,qi_1_decile,0.924434823878,4858,0.924434823878,0.0422623250645,0.0333028510574,86389
2024-04-01,500ms,7,qi_1_decile,0.922147371345,4912,0.922147371345,0.0549575201982,0.0228951084566,86394
2024-04-01,500ms,8,qi_1_decile,0.905386948168,5746,0.905386948168,0.0796004352154,0.0150126166169,86394
2024-04-01,500ms,9,qi_1_decile,0.833796328449,9274,0.833796328449,0.15520753756,0.0109961339908,86394
2024-04-01,500ms,10,qi_1_decile,0.610315650574,20562,0.610315650574,0.379567789057,0.0101165603695,86393
2024-04-01,1s,,daily,0.759094034388,79908,0.759094034388,0.120789241572,0.120116724041,863918
2024-04-01,1s,1,qi_1_decile,0.522792517479,19403,0.522792517479,0.0186252720285,0.458582210492,86388
2024-04-01,1s,2,qi_1_decile,0.746868995532,10334,0.746868995532,0.0210547028729,0.232076301595,86394
2024-04-01,1s,3,qi_1_decile,0.822641509434,7648,0.822641509434,0.0311957402477,0.146162750318,86390
2024-04-01,1s,4,qi_1_decile,0.858550080448,6540,0.858550080448,0.0404787535739,0.100971165978,86391
2024-04-01,1s,5,qi_1_decile,0.868810334051,6168,0.868810334051,0.053765307776,0.077424358173,86394
2024-04-01,1s,6,qi_1_decile,0.860926539023,6582,0.860926539023,0.076169749728,0.0629037112495,86386
2024-04-01,1s,7,qi_1_decile,0.854908905711,6706,0.854908905711,0.0995092251777,0.0455818691113,86394
2024-04-01,1s,8,qi_1_decile,0.830474338496,7567,0.830474338496,0.136884505868,0.0326411556358,86394
2024-04-01,1s,9,qi_1_decile,0.736023334954,11033,0.736023334954,0.240236590504,0.0237400745422,86394
