date,feature,horizon,full_grid_daily_ic,nonoverlap_daily_ic,robust_daily_ic,robust_row_count,fixed_clock_row_count,retained_fraction,positive_day_count,median,min,max,statistic
2025-01-01,di_10,5s,0.431391294836,0.43448294089,0.445788509588,591714,863992,0.684860507968,,,,,changed_state
2025-01-01,di_10,30s,0.27247837738,0.268333912855,0.272423829227,591714,863992,0.684860507968,,,,,changed_state
2025-01-01,microprice_deviation_bps,100ms,0.225535411957,0.225535411957,0.257820458813,591714,863992,0.684860507968,,,,,changed_state
2025-01-01,microprice_deviation_bps,500ms,0.35247274687,0.351516632157,0.387033811273,591714,863992,0.684860507968,,,,,changed_state
2025-01-01,microprice_deviation_bps,1s,0.40776238948,0.405032819397,0.44005358294,591714,863992,0.684860507968,,,,,changed_state
2025-01-01,microprice_deviation_bps,5s,0.435066698385,0.439247492112,0.449430110624,591714,863992,0.684860507968,,,,,changed_state
2025-01-01,microprice_deviation_bps,30s,0.27203416034,0.267948546809,0.271994809094,591714,863992,0.684860507968,,,,,changed_state
2025-02-01,qi_1,100ms,0.229038185716,0.229038185716,0.255760622276,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,qi_1,500ms,0.375448597661,0.37585124235,0.401361487344,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,qi_1,1s,0.44815019092,0.449520390579,0.471031899098,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,qi_1,5s,0.516344798112,0.517680042228,0.522394532514,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,qi_1,30s,0.28139583841,0.284668906028,0.276960793504,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,di_5,100ms,0.226773172273,0.226773172273,0.253137236814,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,di_5,500ms,0.372879522337,0.373409802254,0.398479458403,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,di_5,1s,0.445581498884,0.446808904517,0.468205761231,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,di_5,5s,0.514588399147,0.515589922914,0.520599813928,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,di_5,30s,0.280289089606,0.283607117241,0.275928359998,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,di_10,100ms,0.224404868627,0.224404868627,0.250279008754,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,di_10,500ms,0.370327121145,0.370790044668,0.395507137695,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,di_10,1s,0.443044346377,0.444018621517,0.465368656492,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,di_10,5s,0.512888089787,0.513258730471,0.518837418703,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,di_10,30s,0.280329171022,0.281275819126,0.275936983841,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,microprice_deviation_bps,100ms,0.229795373861,0.229795373861,0.256479219749,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,microprice_deviation_bps,500ms,0.376594857253,0.377014861346,0.402582973292,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,microprice_deviation_bps,1s,0.449207869218,0.450597336265,0.472153854551,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,microprice_deviation_bps,5s,0.516718878858,0.518164240668,0.522723194945,602920,863992,0.697830535468,,,,,changed_state
2025-02-01,microprice_deviation_bps,30s,0.281308068041,0.285132098712,0.276832496965,602920,863992,0.697830535468,,,,,changed_state
2025-03-01,qi_1,100ms,0.326524905651,0.326524905651,0.351692628667,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,qi_1,500ms,0.474693598858,0.474223184174,0.496813826589,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,qi_1,1s,0.50632479166,0.508338767833,0.523018407247,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,qi_1,5s,0.406746858114,0.407959001117,0.404869968026,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,qi_1,30s,0.168078335685,0.191873506245,0.166278860889,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,di_5,100ms,0.323791031333,0.323791031333,0.348739216641,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,di_5,500ms,0.47232595459,0.471637762265,0.494502778625,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,di_5,1s,0.50404943589,0.505968010079,0.520868010453,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,di_5,5s,0.405305851209,0.406061803085,0.403659672192,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,di_5,30s,0.167843369273,0.189074544773,0.166105543637,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,di_10,100ms,0.319411409747,0.319411409747,0.343976067412,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,di_10,500ms,0.469010296291,0.468112298361,0.491057387277,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,di_10,1s,0.501448569849,0.503293755013,0.518189293147,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,di_10,5s,0.404641671575,0.405550897016,0.403095802119,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,di_10,30s,0.16834167315,0.189798878678,0.166568750524,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,microprice_deviation_bps,100ms,0.325363524217,0.325363524217,0.350342991648,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,microprice_deviation_bps,500ms,0.473976629291,0.47354519978,0.495988307945,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,microprice_deviation_bps,1s,0.505806772477,0.507954935112,0.522436247135,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,microprice_deviation_bps,5s,0.406748117482,0.408253077456,0.404848370313,685316,863992,0.793197159233,,,,,changed_state
2025-03-01,microprice_deviation_bps,30s,0.168058608908,0.191998987211,0.166229996083,685316,863992,0.793197159233,,,,,changed_state
2025-04-01,qi_1,100ms,0.321253067861,0.321253067861,0.350588377041,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,qi_1,500ms,0.45513372634,0.454969898693,0.481970692972,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,qi_1,1s,0.482073124974,0.482116967734,0.502485979969,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,qi_1,5s,0.406042385519,0.410400624468,0.404051746241,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,qi_1,30s,0.179204679121,0.210056757428,0.174563502616,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,di_5,100ms,0.319086567584,0.319086567584,0.34809775636,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,di_5,500ms,0.453534981024,0.453462066551,0.480249257432,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,di_5,1s,0.480903894162,0.481087808114,0.501255793272,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,di_5,5s,0.405506904724,0.409428198648,0.403543028281,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,di_5,30s,0.178652130982,0.210253854282,0.174008753959,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,di_10,100ms,0.316226126326,0.316226126326,0.344855763041,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,di_10,500ms,0.451472083869,0.45122007913,0.477995384929,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,di_10,1s,0.479554410261,0.479610650968,0.499817384606,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,di_10,5s,0.405814475133,0.409982159334,0.40385812269,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,di_10,30s,0.178520984495,0.211292594042,0.17383997276,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,microprice_deviation_bps,100ms,0.319283490839,0.319283490839,0.348518172023,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,microprice_deviation_bps,500ms,0.453048442509,0.452969169484,0.479780144091,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,microprice_deviation_bps,1s,0.480246497591,0.480281452052,0.500558743293,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,microprice_deviation_bps,5s,0.405416057994,0.409204092114,0.403356793991,683679,863992,0.791302465764,,,,,changed_state
2025-04-01,microprice_deviation_bps,30s,0.179076724837,0.209595400955,0.174411417196,683679,863992,0.791302465764,,,,,changed_state
2025-05-01,qi_1,100ms,0.216513065532,0.216513065532,0.244387036719,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,qi_1,500ms,0.316790386983,0.31715886683,0.345803034957,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,qi_1,1s,0.358232846743,0.355270535097,0.385671145436,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,qi_1,5s,0.375592195138,0.376019959399,0.387920664545,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,qi_1,30s,0.223696390358,0.203963639897,0.221547235111,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,di_5,100ms,0.216408215933,0.216408215933,0.244157649584,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,di_5,500ms,0.316643661539,0.316960470439,0.345611614144,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,di_5,1s,0.358009742389,0.355000669816,0.385402314055,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,di_5,5s,0.376055763049,0.376383036386,0.388335332782,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,di_5,30s,0.223908379434,0.204782702096,0.221902735387,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,di_10,100ms,0.215464953441,0.215464953441,0.242956480891,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,di_10,500ms,0.31565441537,0.315825601235,0.344437346193,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,di_10,1s,0.356956179594,0.353842186503,0.384207382037,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,di_10,5s,0.375487078579,0.376387788106,0.387821475596,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,di_10,30s,0.224515365269,0.206274893903,0.222417329864,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,microprice_deviation_bps,100ms,0.215392307115,0.215392307115,0.243153582055,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,microprice_deviation_bps,500ms,0.315470668838,0.315932993388,0.344388198681,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,microprice_deviation_bps,1s,0.356994293627,0.354066661867,0.384358032557,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,microprice_deviation_bps,5s,0.375068226489,0.375310750181,0.387399088708,640335,863991,0.741136192391,,,,,changed_state
2025-05-01,microprice_deviation_bps,30s,0.223756164781,0.203534534487,0.221601227985,640335,863991,0.741136192391,,,,,changed_state
2025-06-01,qi_1,100ms,0.182082896264,0.182082896264,0.207189857096,620336,863992,0.71798812952,,,,,changed_state
2025-06-01,qi_1,500ms,0.289275514295,0.289868582204,0.316505918896,620336,863992,0.71798812952,,,,,changed_state
2025-06-01,qi_1,1s,0.339717337119,0.339597576062,0.365000348733,620336,863992,0.71798812952,,,,,changed_state
2025-06-01,qi_1,5s,0.403314317869,0.403567195573,0.417419499423,620336,863992,0.71798812952,,,,,changed_state
2025-06-01,qi_1,30s,0.280222575258,0.288330742961,0.280632750776,620336,863992,0.71798812952,,,,,changed_state
2025-06-01,di_5,100ms,0.182149905162,0.182149905162,0.207148523556,620336,863992,0.71798812952,,,,,changed_state
