date,fold_id,comparison,disagreement_type,count,fraction,mean_future_mid_return,median_future_mid_return,p_return_gt_0,p_return_lt_0
2025-01-01,7,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_FLAT,920,0.010648271392,-1.23591545289e-05,0,0.0054347826087,0.210869565217
2025-01-01,7,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_SHORT,0,0,,,,
2025-01-01,7,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_LONG,0,0,,,,
2025-01-01,7,lightgbm_qi_ofi_vs_lightgbm_extended,ANY_DISAGREEMENT,2957,0.0342249331589,1.64750995707e-06,0,0.137639499493,0.13831586067
2025-02-01,8,qi_direct_baseline_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_LONG,1122,0.0129862614151,1.21138264105e-05,0,0.223707664884,0.0169340463458
2025-02-01,8,qi_direct_baseline_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_SHORT,697,0.00806722300027,-1.77250347002e-05,0,0.0114777618364,0.261119081779
2025-02-01,8,qi_direct_baseline_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_FLAT,6444,0.0745841965763,9.80742925609e-06,0,0.195996275605,0.00310366232154
2025-02-01,8,qi_direct_baseline_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_FLAT,5020,0.0581025243348,-1.33448454888e-05,0,0.00298804780876,0.206772908367
2025-02-01,8,qi_direct_baseline_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_SHORT,0,0,,,,
2025-02-01,8,qi_direct_baseline_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_LONG,0,0,,,,
2025-02-01,8,qi_direct_baseline_vs_lightgbm_extended,ANY_DISAGREEMENT,13283,0.153740205326,-1.92327499903e-07,0,0.115711812091,0.0947828050892
2025-02-01,8,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_LONG,1393,0.0161228717925,1.71399764802e-05,0,0.330222541278,0.00430725053841
2025-02-01,8,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_SHORT,519,0.00600701397007,-2.55351297095e-05,0,0.00963391136802,0.42774566474
2025-02-01,8,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_FLAT,2042,0.0236345328071,1.15775094643e-05,0,0.211557296768,0.00440744368266
2025-02-01,8,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_FLAT,2028,0.0234724938946,-1.55279255074e-05,0,0.00739644970414,0.222879684418
2025-02-01,8,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_SHORT,0,0,,,,
2025-02-01,8,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_LONG,0,0,,,,
2025-02-01,8,lightgbm_qi_ofi_vs_lightgbm_extended,ANY_DISAGREEMENT,5982,0.0692369124643,4.63707173974e-07,0,0.152457372116,0.115178869943
2025-03-01,9,qi_direct_baseline_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_LONG,1989,0.023021899162,2.14605235159e-05,0,0.32327802916,0.0492709904475
2025-03-01,9,qi_direct_baseline_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_SHORT,1889,0.0218644381684,-3.02885856568e-05,0,0.0344097406035,0.420328215987
2025-03-01,9,qi_direct_baseline_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_FLAT,3897,0.0451062549192,1.75315999421e-05,0,0.284321272774,0.0100076982294
2025-03-01,9,qi_direct_baseline_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_FLAT,2777,0.0321426917913,-2.22719334007e-05,0,0.00936262153403,0.294202376665
2025-03-01,9,qi_direct_baseline_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_SHORT,0,0,,,,
2025-03-01,9,qi_direct_baseline_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_LONG,0,0,,,,
2025-03-01,9,qi_direct_baseline_vs_lightgbm_extended,ANY_DISAGREEMENT,10552,0.122135284041,-7.63710302489e-07,0,0.174564063685,0.165655799848
2025-03-01,9,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_LONG,1376,0.0159266632714,3.0517499502e-05,0,0.417877906977,0.0283430232558
2025-03-01,9,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_SHORT,908,0.0105097458216,-4.43227770183e-05,-1.52951884697e-06,0.0253303964758,0.525330396476
2025-03-01,9,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_FLAT,2181,0.0252442242696,1.98318082321e-05,0,0.284273269143,0.0229252636405
2025-03-01,9,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_FLAT,1881,0.0217718412889,-2.36468044143e-05,0,0.0154173312068,0.315789473684
2025-03-01,9,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_SHORT,0,0,,,,
2025-03-01,9,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_LONG,0,0,,,,
2025-03-01,9,lightgbm_qi_ofi_vs_lightgbm_extended,ANY_DISAGREEMENT,6346,0.0734524746516,8.20252809696e-08,0,0.196501733375,0.182792310117
2025-04-01,10,qi_direct_baseline_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_LONG,2389,0.0276507829952,2.69368563971e-05,0,0.363331938049,0.0573461699456
2025-04-01,10,qi_direct_baseline_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_SHORT,3496,0.0404634312897,-2.34391965175e-05,0,0.0574942791762,0.330091533181
2025-04-01,10,qi_direct_baseline_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_FLAT,3373,0.0390398037014,1.66761174117e-05,0,0.249925882004,0.00948710346872
2025-04-01,10,qi_direct_baseline_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_FLAT,3494,0.0404402828736,-1.74867373884e-05,0,0.00944476244991,0.258156840298
2025-04-01,10,qi_direct_baseline_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_SHORT,0,0,,,,
2025-04-01,10,qi_direct_baseline_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_LONG,0,0,,,,
2025-04-01,10,qi_direct_baseline_vs_lightgbm_extended,ANY_DISAGREEMENT,12752,0.14759430086,-1.75983355535e-06,0,0.152525094103,0.174482434128
2025-04-01,10,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_LONG,774,0.00895843701895,3.71432740499e-05,0,0.456072351421,0.0348837209302
2025-04-01,10,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_SHORT,1144,0.0132408939918,-3.57576917523e-05,0,0.0506993006993,0.453671328671
2025-04-01,10,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_FLAT,1659,0.0192016111298,2.23008081318e-05,0,0.311633514165,0.0192887281495
2025-04-01,10,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_FLAT,1252,0.0144909084596,-1.78742585003e-05,0,0.0231629392971,0.259584664537
2025-04-01,10,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_SHORT,0,0,,,,
2025-04-01,10,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_LONG,0,0,,,,
2025-04-01,10,lightgbm_qi_ofi_vs_lightgbm_extended,ANY_DISAGREEMENT,4829,0.0558918506001,5.09538993241e-07,0,0.198177676538,0.186995237109
2025-05-01,11,qi_direct_baseline_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_LONG,346,0.00400467598005,3.4939362556e-05,0,0.387283236994,0.0520231213873
2025-05-01,11,qi_direct_baseline_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_SHORT,83,0.00096065926689,-4.62865111724e-05,0,0.0481927710843,0.481927710843
2025-05-01,11,qi_direct_baseline_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_FLAT,2906,0.0336346485492,1.68814243527e-05,0,0.200275292498,0.00447350309704
2025-05-01,11,qi_direct_baseline_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_FLAT,2820,0.0326392666582,-1.93754641612e-05,0,0.00744680851064,0.250354609929
2025-05-01,11,qi_direct_baseline_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_SHORT,0,0,,,,
2025-05-01,11,qi_direct_baseline_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_LONG,0,0,,,,
2025-05-01,11,qi_direct_baseline_vs_lightgbm_extended,ANY_DISAGREEMENT,6155,0.0712392504543,4.33119293485e-07,0,0.120389926889,0.126238830219
2025-05-01,11,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_LONG,302,0.00349541082651,2.95373569402e-05,0,0.334437086093,0.00993377483444
2025-05-01,11,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_SHORT,175,0.00202548640609,-4.19634690308e-05,0,0.0285714285714,0.411428571429
2025-05-01,11,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_FLAT,2811,0.0325350987859,2.26414122232e-05,0,0.266808964781,0.0120953397367
2025-05-01,11,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_FLAT,3726,0.0431254991377,-2.13267223153e-05,0,0.0187869028449,0.291196994096
2025-05-01,11,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_SHORT,0,0,,,,
2025-05-01,11,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_LONG,0,0,,,,
2025-05-01,11,lightgbm_qi_ofi_vs_lightgbm_extended,ANY_DISAGREEMENT,7014,0.0811814951562,-2.03046519414e-06,0,0.132021670944,0.170230966638
2025-06-01,12,qi_direct_baseline_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_LONG,105,0.00121529184366,3.10056726615e-05,0,0.342857142857,0.0190476190476
2025-06-01,12,qi_direct_baseline_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_SHORT,69,0.000798620354402,-1.140407951e-05,0,0.0289855072464,0.304347826087
2025-06-01,12,qi_direct_baseline_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_FLAT,4835,0.0559612958483,1.72241403339e-05,0,0.251913133402,0.00330920372285
2025-06-01,12,qi_direct_baseline_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_FLAT,3837,0.0444102362296,-1.81524281277e-05,0,0.0036486838676,0.272348188689
2025-06-01,12,qi_direct_baseline_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_SHORT,1,1.15742080348e-05,-9.21600231096e-05,-9.21600231096e-05,0,1
2025-06-01,12,qi_direct_baseline_vs_lightgbm_extended,LEFT_SHORT_TO_RIGHT_LONG,0,0,,,,
2025-06-01,12,qi_direct_baseline_vs_lightgbm_extended,ANY_DISAGREEMENT,8847,0.102397018484,1.80902067463e-06,0,0.14355148638,0.122640443088
2025-06-01,12,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_LONG,23,0.000266206784801,1.42510697215e-05,0,0.304347826087,0.0869565217391
2025-06-01,12,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_FLAT_TO_RIGHT_SHORT,92,0.0010648271392,-2.2223763138e-05,0,0.0217391304348,0.391304347826
2025-06-01,12,lightgbm_qi_ofi_vs_lightgbm_extended,LEFT_LONG_TO_RIGHT_FLAT,3127,0.0361925485249,2.069149708e-05,0,0.289094979213,0.00511672529581
