signal_rule,model,active_coverage_pct,long_coverage_pct,short_coverage_pct,total_eligible_anchors
prediction_sign,lightgbm_extended,0.999976851122,0.490662171639,0.509314679483,1555151
prediction_sign,lightgbm_qi_ofi,0.999976851122,0.490853138219,0.509123712903,1555151
prediction_sign,qi_direct_baseline,0.999976851122,0.49566359919,0.504313251933,1555151
train_q05_q95,lightgbm_extended,0.0861757509377,0.0425522466623,0.0436235042754,1555151
train_q05_q95,lightgbm_qi_ofi,0.108833429905,0.0536579557734,0.0551754741319,1555151
train_q05_q95,qi_direct_baseline,0.118951977551,0.0593075234161,0.0596444541353,1555151
train_q10_q90,lightgbm_extended,0.173177684111,0.0864586434119,0.086719040699,1555151
train_q10_q90,lightgbm_qi_ofi,0.202131136137,0.100306161977,0.10182497416,1555151
train_q10_q90,qi_direct_baseline,0.217057258296,0.107836694657,0.109220563639,1555151
