date,fold_id,model,signal,count,mean_future_mid_return,median_future_mid_return,p_return_gt_0,p_return_lt_0,mean_signed_future_mid_return,median_signed_future_mid_return,positive_signed_fraction
2025-11-01,17,qi_direct_baseline,LONG_MINUS_SHORT,20499,2.05530578551e-05,0,,,,,
2025-11-01,17,lightgbm_qi_ofi,SHORT,6657,-1.39558830589e-05,0,0.00390566321166,0.332432026438,1.39558830589e-05,0,0.332432026438
2025-11-01,17,lightgbm_qi_ofi,FLAT,74747,3.07578680657e-07,0,0.0229842000348,0.0207232397287,0,0,0
2025-11-01,17,lightgbm_qi_ofi,LONG,4994,1.48928836281e-05,0,0.331397677213,0.00360432519023,1.48928836281e-05,0,0.331397677213
2025-11-01,17,lightgbm_qi_ofi,LONG_MINUS_SHORT,11651,2.8848766687e-05,0,,,,,
2025-11-01,17,lightgbm_extended,SHORT,5302,-1.62699272682e-05,0,0.00396076952094,0.375895888344,1.62699272682e-05,0,0.375895888344
2025-11-01,17,lightgbm_extended,FLAT,76245,1.82333597365e-07,0,0.0223621221064,0.0232146370254,0,0,0
2025-11-01,17,lightgbm_extended,LONG,4851,1.58364172755e-05,0,0.344877344877,0.00350443207586,1.58364172755e-05,0,0.344877344877
2025-11-01,17,lightgbm_extended,LONG_MINUS_SHORT,10153,3.21063445437e-05,0,,,,,
2025-12-01,18,qi_direct_baseline,SHORT,10320,-5.68154432456e-05,-1.35807584184e-05,0.0516472868217,0.565310077519,5.68154432456e-05,1.35807584184e-05,0.565310077519
2025-12-01,18,qi_direct_baseline,FLAT,65386,-8.52301462959e-07,0,0.145872205059,0.154574373719,0,0,0
2025-12-01,18,qi_direct_baseline,LONG,10693,5.57308280923e-05,1.20525270399e-05,0.553913775367,0.0516225568129,5.57308280923e-05,1.20525270399e-05,0.553913775367
2025-12-01,18,qi_direct_baseline,LONG_MINUS_SHORT,21013,0.000112546271338,2.56332854583e-05,,,,,
2025-12-01,18,lightgbm_qi_ofi,SHORT,12259,-5.35522918312e-05,-6.38686247939e-06,0.0606085325067,0.540092992903,5.35522918312e-05,6.38686247939e-06,0.540092992903
2025-12-01,18,lightgbm_qi_ofi,FLAT,62386,-5.91674632968e-08,0,0.144070785112,0.146282819863,0,0,0
2025-12-01,18,lightgbm_qi_ofi,LONG,11754,5.22421774683e-05,4.1684397339e-06,0.532839884295,0.0634677556576,5.22421774683e-05,4.1684397339e-06,0.532839884295
2025-12-01,18,lightgbm_qi_ofi,LONG_MINUS_SHORT,24013,0.000105794469299,1.05553022133e-05,,,,,
2025-12-01,18,lightgbm_extended,SHORT,13898,-5.25796611621e-05,-4.18927134673e-06,0.0733918549432,0.532882429126,5.25796611621e-05,4.18927134673e-06,0.532882429126
2025-12-01,18,lightgbm_extended,FLAT,61056,6.87613427282e-07,0,0.140887054507,0.135514937107,0,0,0
2025-12-01,18,lightgbm_extended,LONG,11445,5.61498464354e-05,1.47665032258e-05,0.556749672346,0.0710353866317,5.61498464354e-05,1.47665032258e-05,0.556749672346
2025-12-01,18,lightgbm_extended,LONG_MINUS_SHORT,25343,0.000108729507597,1.89557745726e-05,,,,,
