date,model,mode,latency_ms,parent_orders,fills,filled_parent_orders,fill_rate,turnover,gross_pnl,gross_pnl_bps_of_turnover,terminal_position,terminal_notional_exposure,max_inventory,mean_implementation_shortfall,mean_levels_consumed,full_fills,partial_fills,expired_or_no_fill,mean_fill_fraction,maker_fill_count,taker_on_arrival_count,average_signed_markout_100ms,average_signed_markout_500ms,average_signed_markout_1000ms,average_signed_markout_5000ms,fee_bps,fee_quote,net_pnl,net_pnl_bps_of_turnover
2025-01-01,lightgbm_extended,market,100,14389,43197,14389,1.0,127037204.85892172,12622.228759115096,0.9935852078241508,32.11049542640878,3037389.079618343,32.427832680997625,1.2871075987733659e-05,3.0020849259851277,11577,2812,0,,0,0,-2.18099180408749e-06,8.385606062877842e-06,1.6911727557237684e-05,4.793031282381884e-05,0.0,0.0,12622.228759115096,0.9935852078241508
2025-01-01,lightgbm_extended,market,100,14389,43197,14389,1.0,127037204.85892172,12622.228759115096,0.9935852078241508,32.11049542640878,3037389.079618343,32.427832680997625,1.2871075987733659e-05,3.0020849259851277,11577,2812,0,,0,0,-2.18099180408749e-06,8.385606062877842e-06,1.6911727557237684e-05,4.793031282381884e-05,0.25,3175.930121473043,9446.298637642052,0.7435852078241507
2025-01-01,lightgbm_extended,market,100,14389,43197,14389,1.0,127037204.85892172,12622.228759115096,0.9935852078241508,32.11049542640878,3037389.079618343,32.427832680997625,1.2871075987733659e-05,3.0020849259851277,11577,2812,0,,0,0,-2.18099180408749e-06,8.385606062877842e-06,1.6911727557237684e-05,4.793031282381884e-05,0.5,6351.860242946086,6270.36851616901,0.49358520782415083
2025-01-01,lightgbm_qi_ofi,market,0,15712,48027,15712,1.0,138136681.6070594,15225.412189364899,1.1021990692287496,37.95307213164187,3590048.8391657593,38.33821036293264,6.898046520773364e-06,3.056708248472505,12556,3156,0,,0,0,-1.4126323323451327e-06,9.355687482183585e-06,1.783141715351796e-05,4.6580263794248745e-05,0.0,0.0,15225.412189364899,1.1021990692287496
2025-01-01,lightgbm_qi_ofi,market,0,15712,48027,15712,1.0,138136681.6070594,15225.412189364899,1.1021990692287496,37.95307213164187,3590048.8391657593,38.33821036293264,6.898046520773364e-06,3.056708248472505,12556,3156,0,,0,0,-1.4126323323451327e-06,9.355687482183585e-06,1.783141715351796e-05,4.6580263794248745e-05,0.25,3453.4170401764845,11771.995149188415,0.8521990692287496
2025-01-01,lightgbm_qi_ofi,market,0,15712,48027,15712,1.0,138136681.6070594,15225.412189364899,1.1021990692287496,37.95307213164187,3590048.8391657593,38.33821036293264,6.898046520773364e-06,3.056708248472505,12556,3156,0,,0,0,-1.4126323323451327e-06,9.355687482183585e-06,1.783141715351796e-05,4.6580263794248745e-05,0.5,6906.834080352969,8318.57810901193,0.6021990692287497
2025-01-01,lightgbm_qi_ofi,market,100,15712,45269,15712,1.0,139696104.318074,11837.65847015893,0.8473864413001648,32.28262135893694,3053670.7788209715,32.42894072956709,1.1314102491636953e-05,2.8811736252545823,12815,2897,0,,0,0,-2.2983484474287606e-06,7.55436484184863e-06,1.591437947535945e-05,4.489999189584311e-05,0.0,0.0,11837.65847015893,0.8473864413001648
2025-01-01,lightgbm_qi_ofi,market,100,15712,45269,15712,1.0,139696104.318074,11837.65847015893,0.8473864413001648,32.28262135893694,3053670.7788209715,32.42894072956709,1.1314102491636953e-05,2.8811736252545823,12815,2897,0,,0,0,-2.2983484474287606e-06,7.55436484184863e-06,1.591437947535945e-05,4.489999189584311e-05,0.25,3492.40260795185,8345.255862207081,0.5973864413001648
2025-01-01,lightgbm_qi_ofi,market,100,15712,45269,15712,1.0,139696104.318074,11837.65847015893,0.8473864413001648,32.28262135893694,3053670.7788209715,32.42894072956709,1.1314102491636953e-05,2.8811736252545823,12815,2897,0,,0,0,-2.2983484474287606e-06,7.55436484184863e-06,1.591437947535945e-05,4.489999189584311e-05,0.5,6984.8052159037,4852.853254255231,0.3473864413001648
2025-01-01,qi_direct_baseline,market,0,12359,42841,12359,1.0,106505106.42596371,18677.895135791507,1.753708884256673,39.60796511472601,3746588.120419663,39.92339950355469,7.056191762045232e-06,3.46638077514362,9415,2944,0,,0,0,-9.167618157191112e-07,1.0443629193437465e-05,1.937001918923951e-05,5.1688133726718023e-05,0.0,0.0,18677.895135791507,1.753708884256673
2025-01-01,qi_direct_baseline,market,0,12359,42841,12359,1.0,106505106.42596371,18677.895135791507,1.753708884256673,39.60796511472601,3746588.120419663,39.92339950355469,7.056191762045232e-06,3.46638077514362,9415,2944,0,,0,0,-9.167618157191112e-07,1.0443629193437465e-05,1.937001918923951e-05,5.1688133726718023e-05,0.25,2662.627660649093,16015.267475142413,1.5037088842566733
2025-01-01,qi_direct_baseline,market,0,12359,42841,12359,1.0,106505106.42596371,18677.895135791507,1.753708884256673,39.60796511472601,3746588.120419663,39.92339950355469,7.056191762045232e-06,3.46638077514362,9415,2944,0,,0,0,-9.167618157191112e-07,1.0443629193437465e-05,1.937001918923951e-05,5.1688133726718023e-05,0.5,5325.255321298186,13352.639814493321,1.2537088842566733
2025-01-01,qi_direct_baseline,market,100,12359,39175,12359,1.0,108267487.27456833,14986.992549924646,1.3842560612787989,33.03484648807219,3124825.09650773,33.27370874911069,1.1789970815524396e-05,3.1697548345335385,9746,2613,0,,0,0,-2.1215106674497014e-06,8.334411356593111e-06,1.702033580537211e-05,4.931345873645787e-05,0.0,0.0,14986.992549924646,1.3842560612787989
2025-01-01,qi_direct_baseline,market,100,12359,39175,12359,1.0,108267487.27456833,14986.992549924646,1.3842560612787989,33.03484648807219,3124825.09650773,33.27370874911069,1.1789970815524396e-05,3.1697548345335385,9746,2613,0,,0,0,-2.1215106674497014e-06,8.334411356593111e-06,1.702033580537211e-05,4.931345873645787e-05,0.25,2706.6871818642085,12280.305368060437,1.1342560612787989
2025-01-01,qi_direct_baseline,market,100,12359,39175,12359,1.0,108267487.27456833,14986.992549924646,1.3842560612787989,33.03484648807219,3124825.09650773,33.27370874911069,1.1789970815524396e-05,3.1697548345335385,9746,2613,0,,0,0,-2.1215106674497014e-06,8.334411356593111e-06,1.702033580537211e-05,4.931345873645787e-05,0.5,5413.374363728417,9573.618186196229,0.884256061278799
2025-04-01,lightgbm_extended,market,0,25502,71211,25502,1.0,237964479.61625066,-21611.364845487755,-0.9081760807469649,-18.395537146863894,-1566533.4988129511,22.100168682616943,5.944783051395794e-06,2.7923692259430632,21201,4301,0,,0,0,4.5761396401124274e-06,2.3938755690664247e-05,3.4540445905841e-05,6.35677751918219e-05,0.0,0.0,-21611.364845487755,-0.9081760807469649
2025-04-01,lightgbm_extended,market,0,25502,71211,25502,1.0,237964479.61625066,-21611.364845487755,-0.9081760807469649,-18.395537146863894,-1566533.4988129511,22.100168682616943,5.944783051395794e-06,2.7923692259430632,21201,4301,0,,0,0,4.5761396401124274e-06,2.3938755690664247e-05,3.4540445905841e-05,6.35677751918219e-05,0.25,5949.111990406266,-27560.47683589402,-1.158176080746965
2025-04-01,lightgbm_extended,market,0,25502,71211,25502,1.0,237964479.61625066,-21611.364845487755,-0.9081760807469649,-18.395537146863894,-1566533.4988129511,22.100168682616943,5.944783051395794e-06,2.7923692259430632,21201,4301,0,,0,0,4.5761396401124274e-06,2.3938755690664247e-05,3.4540445905841e-05,6.35677751918219e-05,0.5,11898.223980812532,-33509.588826300285,-1.4081760807469648
2025-04-01,lightgbm_extended,market,100,25502,66923,25502,1.0,240781251.76559898,-18284.473630914697,-0.7593811186227517,-14.645483065490598,-1247185.0995827059,16.00382085715862,1.4657041189383303e-05,2.6242255509371812,21634,3868,0,,0,0,2.8561760003063727e-06,1.9949778072284626e-05,3.0670327075995305e-05,6.051245985136714e-05,0.0,0.0,-18284.473630914697,-0.7593811186227517
2025-04-01,lightgbm_extended,market,100,25502,66923,25502,1.0,240781251.76559898,-18284.473630914697,-0.7593811186227517,-14.645483065490598,-1247185.0995827059,16.00382085715862,1.4657041189383303e-05,2.6242255509371812,21634,3868,0,,0,0,2.8561760003063727e-06,1.9949778072284626e-05,3.0670327075995305e-05,6.051245985136714e-05,0.25,6019.531294139974,-24304.004925054673,-1.009381118622752
2025-04-01,lightgbm_extended,market,100,25502,66923,25502,1.0,240781251.76559898,-18284.473630914697,-0.7593811186227517,-14.645483065490598,-1247185.0995827059,16.00382085715862,1.4657041189383303e-05,2.6242255509371812,21634,3868,0,,0,0,2.8561760003063727e-06,1.9949778072284626e-05,3.0670327075995305e-05,6.051245985136714e-05,0.5,12039.062588279949,-30323.536219194648,-1.259381118622752
2025-04-01,lightgbm_qi_ofi,market,0,27537,72566,27537,1.0,257920454.736567,-18371.7177469898,-0.7123016964960837,-14.766937061158593,-1257527.9208474297,17.708081744553365,5.725212149786741e-06,2.635218070232778,23304,4233,0,,0,0,4.129719886313711e-06,2.2811427517525727e-05,3.345108497431177e-05,6.184832219734604e-05,0.0,0.0,-18371.7177469898,-0.7123016964960837
2025-04-01,lightgbm_qi_ofi,market,0,27537,72566,27537,1.0,257920454.736567,-18371.7177469898,-0.7123016964960837,-14.766937061158593,-1257527.9208474297,17.708081744553365,5.725212149786741e-06,2.635218070232778,23304,4233,0,,0,0,4.129719886313711e-06,2.2811427517525727e-05,3.345108497431177e-05,6.184832219734604e-05,0.25,6448.011368414175,-24819.729115403978,-0.9623016964960838
2025-04-01,lightgbm_qi_ofi,market,0,27537,72566,27537,1.0,257920454.736567,-18371.7177469898,-0.7123016964960837,-14.766937061158593,-1257527.9208474297,17.708081744553365,5.725212149786741e-06,2.635218070232778,23304,4233,0,,0,0,4.129719886313711e-06,2.2811427517525727e-05,3.345108497431177e-05,6.184832219734604e-05,0.5,12896.02273682835,-31267.740483818154,-1.2123016964960838
2025-04-01,lightgbm_qi_ofi,market,100,27537,68866,27537,1.0,260311933.9848068,-20926.564176649554,-0.8039033730151972,-15.98693127291567,-1361420.608830242,17.673677990872825,1.3637777148524307e-05,2.50085339724734,23675,3862,0,,0,0,2.656463450983642e-06,1.9283431589196945e-05,2.982251312545105e-05,5.826596030199525e-05,0.0,0.0,-20926.564176649554,-0.8039033730151972
2025-04-01,lightgbm_qi_ofi,market,100,27537,68866,27537,1.0,260311933.9848068,-20926.564176649554,-0.8039033730151972,-15.98693127291567,-1361420.608830242,17.673677990872825,1.3637777148524307e-05,2.50085339724734,23675,3862,0,,0,0,2.656463450983642e-06,1.9283431589196945e-05,2.982251312545105e-05,5.826596030199525e-05,0.25,6507.7983496201705,-27434.362526269724,-1.0539033730151972
2025-04-01,lightgbm_qi_ofi,market,100,27537,68866,27537,1.0,260311933.9848068,-20926.564176649554,-0.8039033730151972,-15.98693127291567,-1361420.608830242,17.673677990872825,1.3637777148524307e-05,2.50085339724734,23675,3862,0,,0,0,2.656463450983642e-06,1.9283431589196945e-05,2.982251312545105e-05,5.826596030199525e-05,0.5,13015.596699240341,-33942.160875889895,-1.3039033730151972
2025-04-01,qi_direct_baseline,market,0,20868,64385,20868,1.0,187349831.20366067,-3509.0467533484334,-0.187299168128627,-9.037558192507085,-769623.4985150947,10.813231052530803,6.337981904913965e-06,3.0853459842821547,16799,4069,0,,0,0,5.038296150202562e-06,2.688808592407642e-05,3.864602798116041e-05,6.82652721646254e-05,0.0,0.0,-3509.0467533484334,-0.187299168128627
2025-04-01,qi_direct_baseline,market,0,20868,64385,20868,1.0,187349831.20366067,-3509.0467533484334,-0.187299168128627,-9.037558192507085,-769623.4985150947,10.813231052530803,6.337981904913965e-06,3.0853459842821547,16799,4069,0,,0,0,5.038296150202562e-06,2.688808592407642e-05,3.864602798116041e-05,6.82652721646254e-05,0.25,4683.745780091516,-8192.79253343995,-0.437299168128627
