model,feature_set,status,skip_reason,roc_auc,log_loss,brier_score,row_count,positive_rate,prediction_mean,delta_auc_vs_qi,delta_log_loss_vs_qi,delta_brier_vs_qi
logistic_qi,qi_only,fit,,0.763726139363,0.584211503425,0.199419383388,911358,0.503436629733,0.501754804628,0,0,0
logistic_core,core_independent_microstructure,fit,,0.762554132261,0.583598394067,0.199174840627,911358,0.503436629733,0.501650385291,-0.00117200710254,-0.000613109357836,-0.000244542761368
lightgbm_classifier,core_independent_microstructure,fit,,0.764691788037,0.577684004165,0.197286487243,911358,0.503436629733,0.501437313983,0.000965648673324,-0.00652749926056,-0.00213289614558
