date,model,mode,latency_ms,fee_scenario,maker_fee_bps,taker_fee_bps,gross_pnl,maker_turnover,taker_turnover,maker_fees,taker_fees,total_fees,net_pnl,turnover,net_pnl_bps_of_turnover,fill_rate,maker_fill_count,taker_on_arrival_count,mean_fill_fraction,terminal_position,max_inventory
2024-07-01,lightgbm_extended,passive,100,P1,-0.5,0.5,-2571.828693028423,5174181.762984535,1060003.8562377119,-258.7090881492267,53.00019281188559,-205.70889533734112,-2366.1197976910817,6234185.619222174,-3.7953951682085094,0.03801612509161984,10798,113,0.03036492513370315,7.732312207016806,7.821530552968911
2024-07-01,lightgbm_extended,passive,100,P2,0.0,0.5,-2571.828693028423,5174181.762984535,1060003.8562377119,0.0,53.00019281188559,53.00019281188559,-2624.8288858403084,6234185.619222174,-4.210379745105829,0.03801612509161984,10798,113,0.03036492513370315,7.732312207016806,7.821530552968911
2024-07-01,lightgbm_extended,passive,100,P3,0.0,1.0,-2571.828693028423,5174181.762984535,1060003.8562377119,0.0,106.00038562377118,106.00038562377118,-2677.8290786521943,6234185.619222174,-4.295395168208516,0.03801612509161984,10798,113,0.03036492513370315,7.732312207016806,7.821530552968911
2024-07-01,lightgbm_extended,passive,100,P4,0.25,1.0,-2571.828693028423,5174181.762984535,1060003.8562377119,129.35454407461336,106.00038562377118,235.35492969838452,-2807.1836227268077,6234185.619222174,-4.5028874566571755,0.03801612509161984,10798,113,0.03036492513370315,7.732312207016806,7.821530552968911
2024-07-01,lightgbm_extended,passive,100,P5,0.5,2.0,-2571.828693028423,5174181.762984535,1060003.8562377119,258.7090881492267,212.00077124754236,470.70985939676905,-3042.538552425192,6234185.619222174,-4.8804105913112075,0.03801612509161984,10798,113,0.03036492513370315,7.732312207016806,7.821530552968911
2024-07-01,lightgbm_extended,passive,100,P6,1.0,5.0,-2571.828693028423,5174181.762984535,1060003.8562377119,517.4181762984534,530.0019281188559,1047.4201044173092,-3619.248797445732,6234185.619222174,-5.805487706824645,0.03801612509161984,10798,113,0.03036492513370315,7.732312207016806,7.821530552968911
2024-07-01,lightgbm_extended,passive,250,P0,0.0,0.0,-3440.298609503545,4776250.085461404,2969996.560769912,0.0,0.0,0.0,-3440.298609503545,7746246.646231247,-4.441245891876346,0.04466161739555338,8875,307,0.03775348350658197,10.356837772068214,11.265525586776613
2024-07-01,lightgbm_extended,passive,250,P1,-0.5,0.5,-3440.298609503545,4776250.085461404,2969996.560769912,-238.8125042730702,148.4998280384956,-90.31267623457461,-3349.9859332689703,7746246.646231247,-4.32465694195114,0.04466161739555338,8875,307,0.03775348350658197,10.356837772068214,11.265525586776613
2024-07-01,lightgbm_extended,passive,250,P2,0.0,0.5,-3440.298609503545,4776250.085461404,2969996.560769912,0.0,148.4998280384956,148.4998280384956,-3588.7984375420406,7746246.646231247,-4.632951416913746,0.04466161739555338,8875,307,0.03775348350658197,10.356837772068214,11.265525586776613
2024-07-01,lightgbm_extended,passive,250,P3,0.0,1.0,-3440.298609503545,4776250.085461404,2969996.560769912,0.0,296.9996560769912,296.9996560769912,-3737.2982655805363,7746246.646231247,-4.824656941951146,0.04466161739555338,8875,307,0.03775348350658197,10.356837772068214,11.265525586776613
2024-07-01,lightgbm_extended,passive,250,P4,0.25,1.0,-3440.298609503545,4776250.085461404,2969996.560769912,119.4062521365351,296.9996560769912,416.4059082135263,-3856.704517717071,7746246.646231247,-4.978804179432447,0.04466161739555338,8875,307,0.03775348350658197,10.356837772068214,11.265525586776613
2024-07-01,lightgbm_extended,passive,250,P5,0.5,2.0,-3440.298609503545,4776250.085461404,2969996.560769912,238.8125042730702,593.9993121539824,832.8118164270526,-4273.110425930598,7746246.646231247,-5.516362466988549,0.04466161739555338,8875,307,0.03775348350658197,10.356837772068214,11.265525586776613
2024-07-01,lightgbm_extended,passive,250,P6,1.0,5.0,-3440.298609503545,4776250.085461404,2969996.560769912,477.6250085461404,1484.998280384956,1962.6232889310963,-5402.921898434641,7746246.646231247,-6.97489009217555,0.04466161739555338,8875,307,0.03775348350658197,10.356837772068214,11.265525586776613
2024-07-01,lightgbm_extended,passive,50,P0,0.0,0.0,-3349.823029478779,4823367.6880423315,0.0,0.0,0.0,0.0,-3349.823029478779,4823367.688042334,-6.944987913285905,0.0305399462496946,9440,0,0.023471135901724404,10.447177301213427,10.839485191787054
2024-07-01,lightgbm_extended,passive,50,P1,-0.5,0.5,-3349.823029478779,4823367.6880423315,0.0,-241.16838440211657,0.0,-241.16838440211657,-3108.6546450766623,4823367.688042334,-6.444987913285905,0.0305399462496946,9440,0,0.023471135901724404,10.447177301213427,10.839485191787054
2024-07-01,lightgbm_extended,passive,50,P2,0.0,0.5,-3349.823029478779,4823367.6880423315,0.0,0.0,0.0,0.0,-3349.823029478779,4823367.688042334,-6.944987913285905,0.0305399462496946,9440,0,0.023471135901724404,10.447177301213427,10.839485191787054
2024-07-01,lightgbm_extended,passive,50,P3,0.0,1.0,-3349.823029478779,4823367.6880423315,0.0,0.0,0.0,0.0,-3349.823029478779,4823367.688042334,-6.944987913285905,0.0305399462496946,9440,0,0.023471135901724404,10.447177301213427,10.839485191787054
2024-07-01,lightgbm_extended,passive,50,P4,0.25,1.0,-3349.823029478779,4823367.6880423315,0.0,120.58419220105829,0.0,120.58419220105829,-3470.407221679837,4823367.688042334,-7.194987913285905,0.0305399462496946,9440,0,0.023471135901724404,10.447177301213427,10.839485191787054
2024-07-01,lightgbm_extended,passive,50,P5,0.5,2.0,-3349.823029478779,4823367.6880423315,0.0,241.16838440211657,0.0,241.16838440211657,-3590.991413880896,4823367.688042334,-7.444987913285905,0.0305399462496946,9440,0,0.023471135901724404,10.447177301213427,10.839485191787054
2024-07-01,lightgbm_extended,passive,50,P6,1.0,5.0,-3349.823029478779,4823367.6880423315,0.0,482.33676880423315,0.0,482.33676880423315,-3832.159798283012,4823367.688042334,-7.944987913285905,0.0305399462496946,9440,0,0.023471135901724404,10.447177301213427,10.839485191787054
2024-07-01,lightgbm_qi_ofi,passive,0,P0,0.0,0.0,-3080.5074360552244,6125189.791964119,0.0,0.0,0.0,0.0,-3080.5074360552244,6125189.791964068,-5.029244057215486,0.03639451099178485,12060,0,0.028111386227098304,9.130302156076135,10.06877227302567
2024-07-01,lightgbm_qi_ofi,passive,0,P1,-0.5,0.5,-3080.5074360552244,6125189.791964119,0.0,-306.25948959820596,0.0,-306.25948959820596,-2774.2479464570183,6125189.791964068,-4.529244057215481,0.03639451099178485,12060,0,0.028111386227098304,9.130302156076135,10.06877227302567
2024-07-01,lightgbm_qi_ofi,passive,0,P2,0.0,0.5,-3080.5074360552244,6125189.791964119,0.0,0.0,0.0,0.0,-3080.5074360552244,6125189.791964068,-5.029244057215486,0.03639451099178485,12060,0,0.028111386227098304,9.130302156076135,10.06877227302567
