date,model,mode,latency_ms,gross_pnl,turnover,breakeven_fee_status,breakeven_fee_bps,fee_grid_interpolated_breakeven_bps,maker_turnover,taker_turnover,fee_scenario,maker_fee_bps,taker_fee_bps,breakeven_relationship,breakeven_maker_fee_bps_at_fixed_taker,breakeven_taker_fee_bps_at_fixed_maker,maker_breakeven_requires_rebate,taker_breakeven_requires_rebate
2024-07-01,qi_direct_baseline,passive,250,-1478.53166434163,4167588.5765408925,,,,1984415.3614559984,2183173.2150849155,P3,0.0,1.0,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-8.550876085766216,-6.772397417325962,True,True
2024-07-01,qi_direct_baseline,passive,250,-1478.53166434163,4167588.5765408925,,,,1984415.3614559984,2183173.2150849155,P4,0.25,1.0,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-8.550876085766216,-6.999637215311805,True,True
2024-07-01,qi_direct_baseline,passive,250,-1478.53166434163,4167588.5765408925,,,,1984415.3614559984,2183173.2150849155,P5,0.5,2.0,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-9.65103548661014,-7.226877013297648,True,True
2024-07-01,qi_direct_baseline,passive,250,-1478.53166434163,4167588.5765408925,,,,1984415.3614559984,2183173.2150849155,P6,1.0,5.0,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-12.951513689141922,-7.681356609269335,True,True
2024-07-01,qi_direct_baseline,passive,50,-827.7040411124326,1798778.2478074676,,,,1798778.2478074655,0.0,P0,0.0,0.0,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-4.601479043463655,,True,False
2024-07-01,qi_direct_baseline,passive,50,-827.7040411124326,1798778.2478074676,,,,1798778.2478074655,0.0,P1,-0.5,0.5,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-4.601479043463655,,True,False
2024-07-01,qi_direct_baseline,passive,50,-827.7040411124326,1798778.2478074676,,,,1798778.2478074655,0.0,P2,0.0,0.5,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-4.601479043463655,,True,False
2024-07-01,qi_direct_baseline,passive,50,-827.7040411124326,1798778.2478074676,,,,1798778.2478074655,0.0,P3,0.0,1.0,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-4.601479043463655,,True,False
2024-07-01,qi_direct_baseline,passive,50,-827.7040411124326,1798778.2478074676,,,,1798778.2478074655,0.0,P4,0.25,1.0,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-4.601479043463655,,True,False
2024-07-01,qi_direct_baseline,passive,50,-827.7040411124326,1798778.2478074676,,,,1798778.2478074655,0.0,P5,0.5,2.0,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-4.601479043463655,,True,False
2024-07-01,qi_direct_baseline,passive,50,-827.7040411124326,1798778.2478074676,,,,1798778.2478074655,0.0,P6,1.0,5.0,gross_pnl - maker_fee_rate * maker_turnover - taker_fee_rate * taker_turnover = 0,-4.601479043463655,,True,False
