date,model,mode,latency_ms,fee_scenario,gross_pnl,maker_fees,taker_fees,total_fees,net_pnl,fee_burden_fraction_of_gross_pnl
2024-07-01,lightgbm_qi_ofi,market,50,market_10_00bps,5550.258410920898,0.0,219850.08070557384,219850.08070557384,-214299.82229465293,39.61078285526103
2024-07-01,qi_direct_baseline,market,0,market_0_00bps,5374.277072860903,0.0,0.0,0.0,5374.277072860903,0.0
2024-07-01,qi_direct_baseline,market,0,market_0_10bps,5374.277072860903,0.0,1428.7621001564182,1428.7621001564182,3945.5149727044845,0.265851961256594
2024-07-01,qi_direct_baseline,market,0,market_0_25bps,5374.277072860903,0.0,3571.9052503910452,3571.9052503910452,1802.3718224698578,0.664629903141485
2024-07-01,qi_direct_baseline,market,0,market_0_50bps,5374.277072860903,0.0,7143.8105007820905,7143.8105007820905,-1769.5334279211875,1.32925980628297
2024-07-01,qi_direct_baseline,market,0,market_1_00bps,5374.277072860903,0.0,14287.621001564181,14287.621001564181,-8913.343928703278,2.65851961256594
2024-07-01,qi_direct_baseline,market,0,market_2_00bps,5374.277072860903,0.0,28575.242003128362,28575.242003128362,-23200.96493026746,5.31703922513188
2024-07-01,qi_direct_baseline,market,0,market_5_00bps,5374.277072860903,0.0,71438.10500782091,71438.10500782091,-66063.82793496,13.2925980628297
2024-07-01,qi_direct_baseline,market,0,market_10_00bps,5374.277072860903,0.0,142876.21001564182,142876.21001564182,-137501.9329427809,26.5851961256594
2024-07-01,qi_direct_baseline,market,10,market_0_00bps,5374.277072860903,0.0,0.0,0.0,5374.277072860903,0.0
2024-07-01,qi_direct_baseline,market,10,market_0_10bps,5374.277072860903,0.0,1428.7621001564182,1428.7621001564182,3945.5149727044845,0.265851961256594
2024-07-01,qi_direct_baseline,market,10,market_0_25bps,5374.277072860903,0.0,3571.9052503910452,3571.9052503910452,1802.3718224698578,0.664629903141485
2024-07-01,qi_direct_baseline,market,10,market_0_50bps,5374.277072860903,0.0,7143.8105007820905,7143.8105007820905,-1769.5334279211875,1.32925980628297
